seed,test_index,horizon,k,sigma_tail,defect_norm,propagated_defect_norm,defect_gain,tg_alignment,gain_efficiency,worst_case_term,realized_fraction_mode1,realized_fraction_top2,realized_fraction_top3,realized_fraction_top5,modes_for_90pct,realized_participation_modes
3,0,1,0,1.0,0.17403966322648415,0.17403966322648415,1.0,nan,1.0,0.17403966322648415,nan,nan,nan,nan,-1,nan
3,0,2,0,1.0648041456325144,0.17403966322648415,0.17448118324931786,1.002536893111883,0.2638837349617521,0.9415223421358456,0.18531815490804698,0.07855321861026353,0.09287482323084485,0.22577078650913923,0.31725995916771826,19,8.72528834669402
3,0,2,1,1.0,0.17665143969144348,0.17665143969144348,1.0,nan,1.0,0.17665143969144348,nan,nan,nan,nan,-1,nan
3,0,5,0,1.2791817194829858,0.17403966322648415,0.17883397569977552,1.0275472405795933,0.24920874695743003,0.8032848069427564,0.22262835566429376,0.09624705665414907,0.13180255646171818,0.2762497547641237,0.31580582044314354,13,7.906169288674944
3,0,5,1,1.2020391136280548,0.17665143969144348,0.17975672746925808,1.0175786157375144,0.23650778433005398,0.8465436808176795,0.2123419399878225,0.07805345553713264,0.12224108929358074,0.26443655842771907,0.3059902417633527,16,8.331011046681693
3,0,5,2,1.130002867889497,0.17828942757130745,0.18010963404825586,1.0102092788212045,0.2212842758353731,0.8939882433289477,0.2014675644699542,0.061268534756899196,0.11457273224105982,0.2540644638326711,0.2997306562872594,16,8.930148460532399
3,0,5,3,1.0627621578481732,0.1789719536394172,0.17979516053776204,1.0045996419081584,0.20286668061092467,0.9452723118615936,0.19020461964413024,0.04605826478133736,0.10916003769074561,0.24526396047850924,0.29437897859652773,17,9.617003822073734
3,0,5,4,1.0,0.1787721679183478,0.1787721679183478,1.0,nan,1.0,0.1787721679183478,nan,nan,nan,nan,-1,nan
3,0,10,0,1.702473747252178,0.17403966322648415,0.19069699863849585,1.0957099956596383,0.1874094992400141,0.6435987617595473,0.29629795762369954,0.0847915942048343,0.19980333151659108,0.3472977368716833,0.3980108907438139,12,7.579353266801053
3,0,10,1,1.6053352127936207,0.17665143969144348,0.19066087833051212,1.0793055446564086,0.16072770369918646,0.6723240953384372,0.28358477652736286,0.057151038672004655,0.19643749602608773,0.3339996417268368,0.39128337651464173,12,7.754080563753852
3,0,10,2,1.5139794926746653,0.17828942757130745,0.1900525321506628,1.0659775778047786,0.1309103638862843,0.7040898393686786,0.26992653710366454,0.03456940509857647,0.19671617581447512,0.32328379512583605,0.3874884835148231,12,7.895194420517141
3,0,10,3,1.427911482179729,0.1789719536394172,0.1888016902953325,1.0549233355060743,0.09798418368636627,0.7387876270143283,0.25555610758986197,0.017590279121409737,0.20083224600465743,0.31539242297051934,0.38577397969994126,12,7.978358525730624
3,0,10,4,1.3466509826942579,0.1787721679183478,0.18686618535770977,1.0452756015302047,0.06231829928123604,0.7762037936800161,0.24074371560562594,0.006445842106683631,0.20888740446087983,0.3101915016047424,0.38527792535692956,12,7.997153004985283
3,0,10,5,1.2697635293485001,0.17780306414288113,0.1842461139015953,1.0362370006938495,0.02461079752751035,0.8160865993887302,0.2257678462550425,0.0009094501143655491,0.22063414990861302,0.30715135210472777,0.38512243340334956,12,7.976798488737349
3,0,10,6,1.196887646542982,0.17619838411230113,0.18099314567955502,1.0272122902341596,0.014227895472068833,0.8582361871651842,0.21088966928484845,0.0002748322459394463,0.23510980459197825,0.30535418416825255,0.38436602957404553,12,7.945846195882037
3,0,10,7,1.1277490501586083,0.1740936263141651,0.17721734912509532,1.0179427752587176,0.05323175526936458,0.9026323499146841,0.1963339217144674,0.003477921577520225,0.2502254583059174,0.3035321440934894,0.38193463536162464,15,7.934906691466639
3,0,10,8,1.0621589172279369,0.1716108313548593,0.1730914398880532,1.008627710276237,0.09151791068747352,0.9496015086975802,0.18227797481646343,0.009288153876900246,0.26271118893847784,0.30014451380708784,0.376571090349324,16,7.994798020770816
