seed,test_index,horizon,k,sigma_tail,defect_norm,propagated_defect_norm,defect_gain,tg_alignment,gain_efficiency,worst_case_term,realized_fraction_mode1,realized_fraction_top2,realized_fraction_top3,realized_fraction_top5,modes_for_90pct,realized_participation_modes
4,0,1,0,1.0,0.12954577777439033,0.12954577777439033,1.0,nan,1.0,0.12954577777439033,nan,nan,nan,nan,-1,nan
4,0,2,0,1.055479707874789,0.12954577777439033,0.1291695970349475,0.9970961559233681,0.2885340006891932,0.9446852918954014,0.13673293968172584,0.0932866908331313,0.1510609652247307,0.2619808151464776,0.40214500351629856,19,11.72191993701872
4,0,2,1,1.0,0.129768510778887,0.129768510778887,1.0,nan,1.0,0.129768510778887,nan,nan,nan,nan,-1,nan
4,0,5,0,1.2352980516585477,0.12954577777439033,0.12913877690013975,0.9968582467044246,0.21398853552317287,0.8069779154642179,0.16002764688529555,0.07031657583516937,0.15714379968432363,0.3129032857915146,0.45668181337402153,19,11.985707442753318
4,0,5,1,1.1717916989746795,0.129768510778887,0.12903807084283894,0.994371208148542,0.19962748169355793,0.8485904184324049,0.15206166371900598,0.05534066949319466,0.15605196936280064,0.26314924416267665,0.40075977029933074,19,11.094817441712088
4,0,5,2,1.1112646264310428,0.1293446362603758,0.12847753423697977,0.9932961887831939,0.185087711809274,0.8938430731600641,0.1437361188947456,0.042877811917728756,0.15190337157712613,0.21395538517205387,0.3314866395351492,19,10.231303303951291
4,0,5,3,1.0539541447287128,0.12853171601947305,0.12789235357033127,0.9950256444950527,0.16935564996265878,0.944088174491853,0.1354665348278175,0.032179127488981614,0.14382051792895248,0.17092004599872684,0.2570780288604036,20,8.913445657208541
4,0,5,4,1.0,0.12761280500647432,0.12761280500647432,1.0,nan,1.0,0.12761280500647432,nan,nan,nan,nan,-1,nan
4,0,10,0,1.5645230670674894,0.12954577777439033,0.13010402121929893,1.0043092368929292,0.017223240931093745,0.6419267686320447,0.20267735756923258,0.0007198778004742214,0.17957383296446483,0.3419386058207538,0.4886939299067841,17,9.05327371805186
4,0,10,1,1.4915311209248683,0.129768510778887,0.12837545418636273,0.9892650645047635,0.028781905684825207,0.663254725715237,0.19355377234278415,0.001883121688793335,0.19669586903357567,0.2711424257865818,0.4175709783899187,17,8.76990710867992
4,0,10,2,1.420860796898252,0.1293446362603758,0.12613682569098425,0.9751995083666701,0.07907604914376644,0.6863441587631502,0.1837807229514321,0.013274129232490163,0.18951501651326227,0.20634415916836846,0.3368287267568588,19,8.028301443318448
4,0,10,3,1.3531213918542528,0.12853171601947305,0.12405375083536217,0.9651606208740537,0.12959671301939052,0.7132845779279594,0.17391901447768493,0.03301127548730775,0.1564127596523021,0.15656779850558625,0.2568100870951248,19,10.3265240790949
4,0,10,4,1.2885943579720895,0.12761280500647432,0.12262119887846741,0.9608847550388563,0.15971872701141077,0.7456844344336859,0.16444114053633524,0.04587768814945974,0.10806947002524298,0.12719125522712585,0.19002354729577642,20,9.638644786516853
4,0,10,5,1.2268348679667582,0.12682478963073052,0.12208196793915045,0.9626033545540308,0.15199461476371828,0.7846234075082654,0.15559307404152917,0.03752613888224783,0.06135750170356862,0.11779005968462558,0.14691688221835753,20,8.422197225794543
4,0,10,6,1.1671750805662766,0.12630805442815535,0.1224251041149337,0.9692580941825029,0.11936730520055806,0.830430764262247,0.14742361360335188,0.020661598570186655,0.027678683421323475,0.12313695762382061,0.13182151327926298,20,7.279424183753815
4,0,10,7,1.109372644205632,0.12609292250303253,0.12344736384068082,0.9790189757693333,0.08094369149026671,0.882497852171541,0.13988403885280504,0.008412763873073936,0.008841271802186483,0.13644093469708615,0.14193172668317877,19,7.63644865223513
4,0,10,8,1.0535532296165993,0.12612627027386603,0.12484744490475626,0.9898607533043435,0.04801522517287039,0.9395450799050427,0.13288073938652764,0.002611696424505996,0.02281662164603484,0.15224977263922265,0.16958309262640708,19,8.28133947597111
4,0,10,9,1.0,0.12632543804639618,0.12632543804639618,1.0,nan,1.0,0.12632543804639618,nan,nan,nan,nan,-1,nan
4,0,20,0,2.3399831203471257,0.12954577777439033,0.14129320118762137,1.0906816386844325,0.2933781202603609,0.46610662666773206,0.30313493330431324,0.39617301309861114,0.3987608011748841,0.4065015088690163,0.6998775349228273,12,4.167983762029793
4,0,20,1,2.262486668756011,0.129768510778887,0.13478330944630076,1.0386441875406778,0.24705074656384404,0.45907195913413196,0.2935995256615525,0.289608169702797,0.29222346553210216,0.3002171920609055,0.6303164829745156,13,5.360710547623556
4,0,20,2,2.1834219007723514,0.1293446362603758,0.1274652752323576,0.9854701278510307,0.18626598172382475,0.4513420551027889,0.2824139115583381,0.17031601511056582,0.18581832439736792,0.18994630595524523,0.5422817568394245,14,6.560318938062749
4,0,20,3,2.103172793966938,0.12853171601947305,0.12064009840524573,0.9386017874916436,0.11798749867211202,0.4462789696519812,0.27032440829404014,0.06989709799305523,0.09624606092094173,0.09624635782233865,0.4449039306091046,14,6.146591038392022
4,0,20,4,2.0223097321462316,0.12761280500647432,0.11533000520699521,0.9037494724854928,0.049605328083460465,0.44688974103208406,0.25807261751107236,0.012321281583404191,0.02705758215386137,0.04294891528391748,0.35516057114195937,15,5.724437716440841
4,0,20,5,1.941526326785984,0.12682478963073052,0.11207655263247944,0.8837117172345187,0.011064388149608223,0.4551633964693238,0.24623366795715737,0.0005909083768493201,0.005887587589204862,0.044102443033571526,0.29158530605584476,18,6.100083893194402
4,0,20,6,1.8615991320934224,0.12630805442815535,0.11091652118153769,0.8781428997833829,0.05594897159213985,0.471714282975565,0.23513496449986276,0.014067799288149357,0.06579557241606206,0.09380480629727514,0.2643673304422315,18,7.369685644433429
4,0,20,7,1.7833486939105323,0.12609292250303253,0.11151986909487425,0.8844260794430568,0.07700984536334378,0.4959355859361888,0.22486764865714504,0.02411248431190482,0.1555016103352246,0.17035245291396334,0.27137970576540454,18,8.608257608308524
4,0,20,8,1.7075592078567672,0.12612627027386603,0.11338835771752097,0.8990066658699538,0.06712165158750097,0.5264863799354499,0.21536807415877118,0.016253653127062048,0.24536608419878136,0.2503895338351569,0.30309346861406733,18,7.748815786898756
4,0,20,9,1.6347931804639935,0.12632543804639618,0.11601549553607751,0.9183858558516766,0.02297652909537498,0.5617749491657512,0.20651596463737518,0.0016728003423632115,0.31892929159002625,0.3193658430214905,0.3492330196211179,18,6.107838437775316
4,0,20,10,1.5651128055240253,0.12663630854452076,0.1189781597356906,0.93952643679488,0.05031939915136266,0.6002931120867746,0.198200108147321,0.0070265828767321105,0.3722172012495326,0.3727771843347251,0.4013835084868261,18,5.230318908789618
4,0,20,11,1.4979777164318344,0.12707345247593485,0.12197904373927304,0.9599097322265122,0.1395248797403988,0.6408037460750792,0.1903532001590101,0.04740817419211348,0.40844340193335504,0.41203347503818843,0.4525420544524668,18,5.3863793076870765
4,0,20,12,1.4325658421021592,0.12772936022553177,0.12486096804536789,0.9775432040440886,0.2311125014512686,0.6823722689140999,0.18298071849265896,0.1147107549802566,0.43254046109302136,0.439950032307641,0.49642613002974506,18,6.102761710780509
4,0,20,13,1.3682081830825246,0.12875118789053439,0.12759948221921089,0.991054795763883,0.316644657588949,0.7243450287887269,0.17615842885342478,0.1910967769576647,0.4478935324621296,0.4581419586802551,0.5275069067535338,18,6.520461192225426
4,0,20,14,1.3045602292134615,0.1302939895233128,0.13027335174602286,0.9998416060682043,0.39179799932829423,0.7664204255797553,0.16997635683766932,0.26133061294881776,0.45536182426916094,0.4664730408070062,0.5416012500962494,18,6.344464051506848
4,0,20,15,1.2415588540262048,0.13246768974117212,0.1330164870867715,1.0041428770039824,0.454209767425413,0.8087758979348301,0.1644664330705485,0.3153962586640627,0.45389084820286973,0.4638674397957242,0.5367074655595936,18,5.912141170851615
4,0,20,16,1.179330366890238,0.135298302098156,0.13596379708956344,1.0049187238944406,0.5026305980214931,0.8521095971981953,0.15956139625304455,0.34794206182433723,0.44190430866795105,0.4495891177825489,0.5135864320534772,18,5.544115527925389
4,0,20,17,1.1181172519161522,0.1387186753007365,0.13921016286157212,1.0035430525830071,0.5368264766250134,0.8975293520095539,0.1551037440167085,0.3577424971805885,0.4186782799100083,0.42412600379486576,0.47552031536310646,17,4.553860232262283
4,0,20,18,1.0582279695632864,0.14259104220338104,0.14279970877146853,1.0014633918432958,0.5574844615620158,0.9463588382157236,0.15089382906879678,0.34701947565579955,0.38506413085694546,0.38922015379732966,0.4272190078130881,17,5.089927949507768
4,0,20,19,1.0,0.14674975327082607,0.14674975327082607,1.0,nan,1.0,0.14674975327082607,nan,nan,nan,nan,-1,nan
4,0,40,0,4.471182075167144,0.12954577777439033,0.22402737714697712,1.729329824528366,0.058412150615527236,0.38677240055443707,0.5792227594984403,0.02280843256249566,0.6131075565968858,0.7077988337825768,0.9417989877550857,4,2.4280753913142163
