seed,test_index,horizon,k,sigma_tail,defect_norm,propagated_defect_norm,defect_gain,tg_alignment,gain_efficiency,worst_case_term,realized_fraction_mode1,realized_fraction_top2,realized_fraction_top3,realized_fraction_top5,modes_for_90pct,realized_participation_modes
2,0,1,0,1.0,0.09294959335238408,0.09294959335238408,1.0,nan,1.0,0.09294959335238408,nan,nan,nan,nan,-1,nan
2,0,2,0,1.0542781551306546,0.09294959335238408,0.09207587403456069,0.9906000738000972,0.10236903608224729,0.9396003028037075,0.09799472579969604,0.011870005816213162,0.012677735320632516,0.018755809551162385,0.07924572608110134,18,7.190017659414274
2,0,2,1,1.0,0.0944180039412898,0.0944180039412898,1.0,nan,1.0,0.0944180039412898,nan,nan,nan,nan,-1,nan
2,0,5,0,1.235278658784639,0.09294959335238408,0.09036844413643283,0.9722306561776363,0.11666310451444742,0.7870537139645808,0.1148186490109106,0.02197142947081512,0.022163614006017945,0.03689644594702556,0.06131022111018923,18,6.8085085047698755
2,0,5,1,1.1732378016699831,0.0944180039412898,0.09203370111155294,0.9747473709440051,0.0540746440426092,0.8308182446530044,0.11077477138214664,0.004236188613574119,0.005716297376223412,0.024313597762193617,0.032215808317792034,18,6.511036268724262
2,0,5,2,1.113281823716568,0.0958701287205514,0.09411243040502491,0.9816658396209111,0.008209126999922406,0.8817765804742311,0.10673047174195759,8.667160300633669e-05,0.004150092864775514,0.024765436893762892,0.04499691816310512,18,6.9030924089856915
2,0,5,3,1.0555049586009964,0.09726202708138554,0.09635796332404262,0.9907048641235244,0.06865175149959124,0.9386074940250776,0.10266055186798682,0.005349771204725415,0.01323472698285386,0.03386915908551525,0.0797964582817326,18,7.600295923405935
2,0,5,4,1.0,0.09857986715706883,0.09857986715706883,1.0,nan,1.0,0.09857986715706883,nan,nan,nan,nan,-1,nan
2,0,10,0,1.5988363895050535,0.09294959335238408,0.09011728384620814,0.9695285433316714,0.13786194060587975,0.6063963453019763,0.14861119224148867,0.05168632150394222,0.05187945097926418,0.0794372090732659,0.10405172579366113,17,6.461407955029405
2,0,10,1,1.5268994170014174,0.0944180039412898,0.0905158299512779,0.9586712933219991,0.08055011066207107,0.6278549082196088,0.14416679517239292,0.016459388470065936,0.017554834051611054,0.0403395047624477,0.07467379024888322,17,6.192265954152141
